0 , 0 , 0

0.000999001 , 0.0179602 , 0.00894132

0.001998 , 0.0267916 , 0.0177838

0.002997 , 0.0355252 , 0.0265285

0.003996 , 0.0441619 , 0.0351763

0.004995 , 0.0527027 , 0.0437283

0.00599401 , 0.0611486 , 0.0521853

0.00699301 , 0.0695005 , 0.0605483

0.00799201 , 0.0777594 , 0.0688182

0.00899101 , 0.0859261 , 0.076996

0.00999001 , 0.0940015 , 0.0850826

0.010989 , 0.101987 , 0.0930789

0.011988 , 0.109882 , 0.100986

0.012987 , 0.11769 , 0.108804

0.013986 , 0.125409 , 0.116535

0.014985 , 0.133042 , 0.124179

0.015984 , 0.140589 , 0.131737

0.016983 , 0.148051 , 0.13921

0.017982 , 0.155428 , 0.146598

0.018981 , 0.162723 , 0.153904

0.01998 , 0.169934 , 0.161127

0.020979 , 0.177064 , 0.168268

0.021978 , 0.184113 , 0.175328

0.022977 , 0.191082 , 0.182308

0.023976 , 0.197972 , 0.189209

0.024975 , 0.204783 , 0.196031

0.025974 , 0.211517 , 0.202775

0.026973 , 0.218173 , 0.209443

0.027972 , 0.224753 , 0.216034

0.028971 , 0.231258 , 0.22255

0.02997 , 0.237688 , 0.228991

0.030969 , 0.244044 , 0.235358

0.031968 , 0.250327 , 0.241652

0.032967 , 0.256537 , 0.247874

0.033966 , 0.262676 , 0.254023

0.034965 , 0.268744 , 0.260102

0.035964 , 0.274741 , 0.26611

0.036963 , 0.280668 , 0.272049

0.037962 , 0.286527 , 0.277919

0.038961 , 0.292317 , 0.28372

0.03996 , 0.29804 , 0.289454

0.040959 , 0.303696 , 0.295121

0.041958 , 0.309285 , 0.300721

0.042957 , 0.314809 , 0.306256

0.043956 , 0.320268 , 0.311726

0.044955 , 0.325663 , 0.317132

0.045954 , 0.330994 , 0.322474

0.046953 , 0.336262 , 0.327753

0.047952 , 0.341467 , 0.33297

0.048951 , 0.346611 , 0.338125

0.04995 , 0.351694 , 0.343219

0.0509491 , 0.356716 , 0.348252

0.0519481 , 0.361678 , 0.353225

0.0529471 , 0.366581 , 0.358139

0.0539461 , 0.371425 , 0.362994

0.0549451 , 0.37621 , 0.367791

0.0559441 , 0.380939 , 0.37253

